preco,quartos,banheiros,area,endereco,vagas_garagem,condominio,fonte,tipo,transacao,regiao,preco_m2,data_coleta,id_unico,id_simulado
"R$ 519,126",3 quartos,3 banheiros,119 m²,"Apartamento em Vicente Pires, Brasília - DF - 455",1 vagas,R$ 3713,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,362/m²",2025-09-27 14:13,Apartamento_Vicente Pires_119_519126_454,SIM_0455
"R$ 341,171",4 quartos,4 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 456",2 vagas,R$ 3363,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,411/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_341171_455,SIM_0456
"R$ 316,754",2 quartos,1 banheiros,70 m²,"Apartamento em Taguatinga, Brasília - DF - 457",2 vagas,R$ 1764,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,525/m²",2025-09-27 14:13,Apartamento_Taguatinga_70_316754_456,SIM_0457
"R$ 334,289",3 quartos,3 banheiros,89 m²,"Apartamento em Taguatinga, Brasília - DF - 458",0 vagas,R$ 1741,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,756/m²",2025-09-27 14:13,Apartamento_Taguatinga_89_334289_457,SIM_0458
"R$ 677,197",3 quartos,3 banheiros,114 m²,"Apartamento em Vicente Pires, Brasília - DF - 459",2 vagas,R$ 9560,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,940/m²",2025-09-27 14:13,Apartamento_Vicente Pires_114_677197_458,SIM_0459
"R$ 774,117",3 quartos,3 banheiros,117 m²,"Apartamento em Asa Norte, Brasília - DF - 460",1 vagas,R$ 7092,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,616/m²",2025-09-27 14:13,Apartamento_Asa Norte_117_774117_459,SIM_0460
"R$ 513,998",3 quartos,3 banheiros,118 m²,"Apartamento em Águas Claras, Brasília - DF - 461",3 vagas,R$ 7054,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,355/m²",2025-09-27 14:13,Apartamento_Águas Claras_118_513998_460,SIM_0461
"R$ 600,000",4 quartos,3 banheiros,130 m²,"Cobertura em Guará, Brasília - DF - 462",2 vagas,R$ 5796,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 4,615/m²",2025-09-27 14:13,Cobertura_Guará_130_600000_461,SIM_0462
"R$ 299,604",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 463",0 vagas,R$ 1961,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,996/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_299604_462,SIM_0463
"R$ 573,742",2 quartos,1 banheiros,80 m²,"Apartamento em Asa Sul, Brasília - DF - 464",2 vagas,R$ 3983,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 7,171/m²",2025-09-27 14:13,Apartamento_Asa Sul_80_573742_463,SIM_0464
"R$ 449,158",2 quartos,2 banheiros,97 m²,"Apartamento em Vicente Pires, Brasília - DF - 465",3 vagas,R$ 5661,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,630/m²",2025-09-27 14:13,Apartamento_Vicente Pires_97_449158_464,SIM_0465
"R$ 199,169",1 quartos,1 banheiros,59 m²,"Studio em Ceilândia, Brasília - DF - 466",1 vagas,R$ 1584,Simulação Realística v2.0,studio,venda,Ceilândia,"R$ 3,375/m²",2025-09-27 14:13,Studio_Ceilândia_59_199169_465,SIM_0466
"R$ 600,000",3 quartos,3 banheiros,123 m²,"Apartamento em Guará, Brasília - DF - 467",2 vagas,R$ 8493,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,878/m²",2025-09-27 14:13,Apartamento_Guará_123_600000_466,SIM_0467
"R$ 816,531",4 quartos,3 banheiros,134 m²,"Cobertura em Sudoeste, Brasília - DF - 468",3 vagas,R$ 10930,Simulação Realística v2.0,cobertura,venda,Sudoeste,"R$ 6,093/m²",2025-09-27 14:13,Cobertura_Sudoeste_134_816531_467,SIM_0468
"R$ 261,708",3 quartos,3 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 469",1 vagas,R$ 1878,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,617/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_261708_468,SIM_0469
"R$ 450,000",1 quartos,1 banheiros,50 m²,"Apartamento em Asa Sul, Brasília - DF - 470",1 vagas,R$ 2725,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 9,000/m²",2025-09-27 14:13,Apartamento_Asa Sul_50_450000_469,SIM_0470
"R$ 350,000",3 quartos,2 banheiros,100 m²,"Apartamento em Ceilândia, Brasília - DF - 471",0 vagas,R$ 4864,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Apartamento_Ceilândia_100_350000_470,SIM_0471
"R$ 781,294",4 quartos,3 banheiros,123 m²,"Duplex em Águas Claras, Brasília - DF - 472",1 vagas,R$ 8866,Simulação Realística v2.0,duplex,venda,Águas Claras,"R$ 6,351/m²",2025-09-27 14:13,Duplex_Águas Claras_123_781294_471,SIM_0472
"R$ 400,000",2 quartos,2 banheiros,66 m²,"Apartamento em Asa Norte, Brasília - DF - 473",1 vagas,R$ 2466,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,060/m²",2025-09-27 14:13,Apartamento_Asa Norte_66_400000_472,SIM_0473
"R$ 253,827",1 quartos,1 banheiros,51 m²,"Apartamento em Guará, Brasília - DF - 474",2 vagas,R$ 1986,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,977/m²",2025-09-27 14:13,Apartamento_Guará_51_253827_473,SIM_0474
"R$ 200,000",1 quartos,1 banheiros,49 m²,"Flat em Taguatinga, Brasília - DF - 475",1 vagas,R$ 1047,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 4,081/m²",2025-09-27 14:13,Flat_Taguatinga_49_200000_474,SIM_0475
"R$ 273,314",2 quartos,2 banheiros,69 m²,"Apartamento em Ceilândia, Brasília - DF - 476",0 vagas,R$ 1410,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,961/m²",2025-09-27 14:13,Apartamento_Ceilândia_69_273314_475,SIM_0476
"R$ 280,000",1 quartos,1 banheiros,70 m²,"Flat em Vicente Pires, Brasília - DF - 477",2 vagas,R$ 2411,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 4,000/m²",2025-09-27 14:13,Flat_Vicente Pires_70_280000_476,SIM_0477
"R$ 562,540",3 quartos,3 banheiros,115 m²,"Apartamento em Vicente Pires, Brasília - DF - 478",2 vagas,R$ 4621,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,891/m²",2025-09-27 14:13,Apartamento_Vicente Pires_115_562540_477,SIM_0478
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Flat em Asa Norte, Brasília - DF - 479",0 vagas,R$ 5008,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Flat_Asa Norte_45_400000_478,SIM_0479
"R$ 800,000",4 quartos,4 banheiros,135 m²,"Apartamento em Águas Claras, Brasília - DF - 480",1 vagas,R$ 10975,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,925/m²",2025-09-27 14:13,Apartamento_Águas Claras_135_800000_479,SIM_0480
"R$ 386,877",3 quartos,2 banheiros,94 m²,"Apartamento em Guará, Brasília - DF - 481",2 vagas,R$ 2587,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,115/m²",2025-09-27 14:13,Apartamento_Guará_94_386877_480,SIM_0481
"R$ 623,134",2 quartos,1 banheiros,109 m²,"Apartamento em Vicente Pires, Brasília - DF - 482",2 vagas,R$ 6239,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,716/m²",2025-09-27 14:13,Apartamento_Vicente Pires_109_623134_481,SIM_0482
"R$ 583,294",2 quartos,1 banheiros,80 m²,"Apartamento em Asa Norte, Brasília - DF - 483",2 vagas,R$ 3671,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 7,291/m²",2025-09-27 14:13,Apartamento_Asa Norte_80_583294_482,SIM_0483
"R$ 837,659",3 quartos,3 banheiros,102 m²,"Cobertura em Asa Sul, Brasília - DF - 484",2 vagas,R$ 5648,Simulação Realística v2.0,cobertura,venda,Asa Sul,"R$ 8,212/m²",2025-09-27 14:13,Cobertura_Asa Sul_102_837659_483,SIM_0484
"R$ 245,039",3 quartos,2 banheiros,83 m²,"Apartamento em Ceilândia, Brasília - DF - 485",1 vagas,R$ 2917,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 2,952/m²",2025-09-27 14:13,Apartamento_Ceilândia_83_245039_484,SIM_0485
"R$ 166,537",2 quartos,2 banheiros,66 m²,"Flat em Ceilândia, Brasília - DF - 486",2 vagas,R$ 2388,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 2,523/m²",2025-09-27 14:13,Flat_Ceilândia_66_166537_485,SIM_0486
"R$ 392,421",2 quartos,2 banheiros,59 m²,"Apartamento em Sudoeste, Brasília - DF - 487",2 vagas,R$ 2364,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,651/m²",2025-09-27 14:13,Apartamento_Sudoeste_59_392421_486,SIM_0487
"R$ 484,514",4 quartos,3 banheiros,130 m²,"Apartamento em Guará, Brasília - DF - 488",1 vagas,R$ 4936,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,727/m²",2025-09-27 14:13,Apartamento_Guará_130_484514_487,SIM_0488
"R$ 425,714",2 quartos,2 banheiros,85 m²,"Apartamento em Águas Claras, Brasília - DF - 489",1 vagas,R$ 3832,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,008/m²",2025-09-27 14:13,Apartamento_Águas Claras_85_425714_488,SIM_0489
"R$ 300,000",1 quartos,1 banheiros,52 m²,"Apartamento em Águas Claras, Brasília - DF - 490",2 vagas,R$ 4178,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,769/m²",2025-09-27 14:13,Apartamento_Águas Claras_52_300000_489,SIM_0490
"R$ 800,000",3 quartos,3 banheiros,118 m²,"Duplex em Águas Claras, Brasília - DF - 491",2 vagas,R$ 4193,Simulação Realística v2.0,duplex,venda,Águas Claras,"R$ 6,779/m²",2025-09-27 14:13,Duplex_Águas Claras_118_800000_490,SIM_0491
"R$ 204,278",2 quartos,1 banheiros,76 m²,"Flat em Ceilândia, Brasília - DF - 492",0 vagas,R$ 2704,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 2,687/m²",2025-09-27 14:13,Flat_Ceilândia_76_204278_491,SIM_0492
"R$ 569,339",2 quartos,1 banheiros,101 m²,"Apartamento em Vicente Pires, Brasília - DF - 493",1 vagas,R$ 5866,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,637/m²",2025-09-27 14:13,Apartamento_Vicente Pires_101_569339_492,SIM_0493
"R$ 359,770",1 quartos,1 banheiros,66 m²,"Apartamento em Vicente Pires, Brasília - DF - 494",1 vagas,R$ 2710,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,451/m²",2025-09-27 14:13,Apartamento_Vicente Pires_66_359770_493,SIM_0494
"R$ 375,805",1 quartos,1 banheiros,62 m²,"Apartamento em Águas Claras, Brasília - DF - 495",2 vagas,R$ 2789,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,061/m²",2025-09-27 14:13,Apartamento_Águas Claras_62_375805_494,SIM_0495
"R$ 581,551",2 quartos,2 banheiros,89 m²,"Apartamento em Sudoeste, Brasília - DF - 496",2 vagas,R$ 6427,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,534/m²",2025-09-27 14:13,Apartamento_Sudoeste_89_581551_495,SIM_0496
"R$ 150,000",1 quartos,1 banheiros,40 m²,"Studio em Ceilândia, Brasília - DF - 497",1 vagas,R$ 1498,Simulação Realística v2.0,studio,venda,Ceilândia,"R$ 3,750/m²",2025-09-27 14:13,Studio_Ceilândia_40_150000_496,SIM_0497
"R$ 500,000",4 quartos,4 banheiros,111 m²,"Cobertura em Taguatinga, Brasília - DF - 498",1 vagas,R$ 5793,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,504/m²",2025-09-27 14:13,Cobertura_Taguatinga_111_500000_497,SIM_0498
"R$ 659,337",4 quartos,4 banheiros,117 m²,"Apartamento em Sudoeste, Brasília - DF - 499",1 vagas,R$ 8806,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,635/m²",2025-09-27 14:13,Apartamento_Sudoeste_117_659337_498,SIM_0499
"R$ 424,748",1 quartos,1 banheiros,66 m²,"Apartamento em Águas Claras, Brasília - DF - 500",3 vagas,R$ 5917,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,435/m²",2025-09-27 14:13,Apartamento_Águas Claras_66_424748_499,SIM_0500
"R$ 611,166",3 quartos,3 banheiros,130 m²,"Apartamento em Vicente Pires, Brasília - DF - 501",1 vagas,R$ 4230,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,701/m²",2025-09-27 14:13,Apartamento_Vicente Pires_130_611166_500,SIM_0501
"R$ 346,602",2 quartos,1 banheiros,80 m²,"Duplex em Taguatinga, Brasília - DF - 502",2 vagas,R$ 2761,Simulação Realística v2.0,duplex,venda,Taguatinga,"R$ 4,332/m²",2025-09-27 14:13,Duplex_Taguatinga_80_346602_501,SIM_0502
"R$ 500,000",4 quartos,3 banheiros,120 m²,"Cobertura em Taguatinga, Brasília - DF - 503",2 vagas,R$ 2692,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,166/m²",2025-09-27 14:13,Cobertura_Taguatinga_120_500000_502,SIM_0503
"R$ 354,647",2 quartos,2 banheiros,72 m²,"Apartamento em Sudoeste, Brasília - DF - 504",2 vagas,R$ 3718,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 4,925/m²",2025-09-27 14:13,Apartamento_Sudoeste_72_354647_503,SIM_0504
"R$ 501,254",3 quartos,2 banheiros,122 m²,"Apartamento em Vicente Pires, Brasília - DF - 505",2 vagas,R$ 4956,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,108/m²",2025-09-27 14:13,Apartamento_Vicente Pires_122_501254_504,SIM_0505
"R$ 415,387",2 quartos,1 banheiros,81 m²,"Apartamento em Águas Claras, Brasília - DF - 506",2 vagas,R$ 2203,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,128/m²",2025-09-27 14:13,Apartamento_Águas Claras_81_415387_505,SIM_0506
"R$ 450,000",1 quartos,1 banheiros,50 m²,"Flat em Asa Sul, Brasília - DF - 507",2 vagas,R$ 6201,Simulação Realística v2.0,flat,venda,Asa Sul,"R$ 9,000/m²",2025-09-27 14:13,Flat_Asa Sul_50_450000_506,SIM_0507
"R$ 651,893",3 quartos,3 banheiros,106 m²,"Apartamento em Vicente Pires, Brasília - DF - 508",2 vagas,R$ 9096,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 6,149/m²",2025-09-27 14:13,Apartamento_Vicente Pires_106_651893_507,SIM_0508
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Flat em Asa Norte, Brasília - DF - 509",2 vagas,R$ 4164,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Flat_Asa Norte_45_400000_508,SIM_0509
"R$ 150,000",1 quartos,1 banheiros,40 m²,"Apartamento em Ceilândia, Brasília - DF - 510",2 vagas,R$ 1963,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,750/m²",2025-09-27 14:13,Apartamento_Ceilândia_40_150000_509,SIM_0510
"R$ 200,000",1 quartos,1 banheiros,45 m²,"Studio em Taguatinga, Brasília - DF - 511",1 vagas,R$ 1154,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,444/m²",2025-09-27 14:13,Studio_Taguatinga_45_200000_510,SIM_0511
"R$ 394,269",3 quartos,2 banheiros,88 m²,"Apartamento em Guará, Brasília - DF - 512",2 vagas,R$ 4951,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,480/m²",2025-09-27 14:13,Apartamento_Guará_88_394269_511,SIM_0512
"R$ 405,140",3 quartos,2 banheiros,84 m²,"Apartamento em Sudoeste, Brasília - DF - 513",1 vagas,R$ 2892,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 4,823/m²",2025-09-27 14:13,Apartamento_Sudoeste_84_405140_512,SIM_0513
"R$ 465,359",2 quartos,2 banheiros,86 m²,"Apartamento em Sudoeste, Brasília - DF - 514",1 vagas,R$ 3024,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,411/m²",2025-09-27 14:13,Apartamento_Sudoeste_86_465359_513,SIM_0514
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Studio em Asa Norte, Brasília - DF - 515",3 vagas,R$ 4250,Simulação Realística v2.0,studio,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Studio_Asa Norte_45_400000_514,SIM_0515
"R$ 439,116",3 quartos,2 banheiros,103 m²,"Apartamento em Águas Claras, Brasília - DF - 516",3 vagas,R$ 5615,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,263/m²",2025-09-27 14:13,Apartamento_Águas Claras_103_439116_515,SIM_0516
"R$ 468,730",3 quartos,3 banheiros,86 m²,"Apartamento em Sudoeste, Brasília - DF - 517",2 vagas,R$ 4132,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,450/m²",2025-09-27 14:13,Apartamento_Sudoeste_86_468730_516,SIM_0517
"R$ 374,453",2 quartos,2 banheiros,91 m²,"Studio em Águas Claras, Brasília - DF - 518",2 vagas,R$ 3973,Simulação Realística v2.0,studio,venda,Águas Claras,"R$ 4,114/m²",2025-09-27 14:13,Studio_Águas Claras_91_374453_517,SIM_0518
"R$ 294,489",3 quartos,3 banheiros,91 m²,"Apartamento em Ceilândia, Brasília - DF - 519",1 vagas,R$ 2779,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,236/m²",2025-09-27 14:13,Apartamento_Ceilândia_91_294489_518,SIM_0519
"R$ 200,000",2 quartos,2 banheiros,59 m²,"Flat em Taguatinga, Brasília - DF - 520",1 vagas,R$ 2798,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 3,389/m²",2025-09-27 14:13,Flat_Taguatinga_59_200000_519,SIM_0520
"R$ 285,938",2 quartos,2 banheiros,63 m²,"Apartamento em Taguatinga, Brasília - DF - 521",1 vagas,R$ 2728,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,538/m²",2025-09-27 14:13,Apartamento_Taguatinga_63_285938_520,SIM_0521
"R$ 600,000",4 quartos,3 banheiros,112 m²,"Cobertura em Guará, Brasília - DF - 522",2 vagas,R$ 8896,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 5,357/m²",2025-09-27 14:13,Cobertura_Guará_112_600000_521,SIM_0522
"R$ 437,579",2 quartos,1 banheiros,90 m²,"Apartamento em Águas Claras, Brasília - DF - 523",2 vagas,R$ 2892,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,861/m²",2025-09-27 14:13,Apartamento_Águas Claras_90_437579_522,SIM_0523
"R$ 684,833",3 quartos,3 banheiros,111 m²,"Cobertura em Águas Claras, Brasília - DF - 524",2 vagas,R$ 5027,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 6,169/m²",2025-09-27 14:13,Cobertura_Águas Claras_111_684833_523,SIM_0524
"R$ 922,697",4 quartos,4 banheiros,142 m²,"Apartamento em Asa Sul, Brasília - DF - 525",2 vagas,R$ 6116,Simulação Realística v2.0,apartamento,venda,Asa Sul,"R$ 6,497/m²",2025-09-27 14:13,Apartamento_Asa Sul_142_922697_524,SIM_0525
"R$ 400,000",1 quartos,1 banheiros,50 m²,"Flat em Asa Norte, Brasília - DF - 526",1 vagas,R$ 4408,Simulação Realística v2.0,flat,venda,Asa Norte,"R$ 8,000/m²",2025-09-27 14:13,Flat_Asa Norte_50_400000_525,SIM_0526
"R$ 200,000",1 quartos,1 banheiros,50 m²,"Studio em Taguatinga, Brasília - DF - 527",1 vagas,R$ 1364,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 4,000/m²",2025-09-27 14:13,Studio_Taguatinga_50_200000_526,SIM_0527
"R$ 263,446",2 quartos,2 banheiros,67 m²,"Apartamento em Taguatinga, Brasília - DF - 528",3 vagas,R$ 3233,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,932/m²",2025-09-27 14:13,Apartamento_Taguatinga_67_263446_527,SIM_0528
"R$ 300,000",2 quartos,1 banheiros,65 m²,"Flat em Águas Claras, Brasília - DF - 529",1 vagas,R$ 3098,Simulação Realística v2.0,flat,venda,Águas Claras,"R$ 4,615/m²",2025-09-27 14:13,Flat_Águas Claras_65_300000_528,SIM_0529
"R$ 399,862",3 quartos,2 banheiros,93 m²,"Apartamento em Guará, Brasília - DF - 530",2 vagas,R$ 5154,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 4,299/m²",2025-09-27 14:13,Apartamento_Guará_93_399862_529,SIM_0530
"R$ 231,986",2 quartos,1 banheiros,74 m²,"Apartamento em Taguatinga, Brasília - DF - 531",2 vagas,R$ 2145,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,134/m²",2025-09-27 14:13,Apartamento_Taguatinga_74_231986_530,SIM_0531
"R$ 188,753",1 quartos,1 banheiros,60 m²,"Flat em Ceilândia, Brasília - DF - 532",2 vagas,R$ 2543,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 3,145/m²",2025-09-27 14:13,Flat_Ceilândia_60_188753_531,SIM_0532
"R$ 594,859",2 quartos,2 banheiros,109 m²,"Apartamento em Vicente Pires, Brasília - DF - 533",1 vagas,R$ 3509,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,457/m²",2025-09-27 14:13,Apartamento_Vicente Pires_109_594859_532,SIM_0533
"R$ 295,676",3 quartos,3 banheiros,87 m²,"Apartamento em Ceilândia, Brasília - DF - 534",2 vagas,R$ 3132,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 3,398/m²",2025-09-27 14:13,Apartamento_Ceilândia_87_295676_533,SIM_0534
"R$ 553,280",3 quartos,3 banheiros,89 m²,"Cobertura em Sudoeste, Brasília - DF - 535",1 vagas,R$ 4538,Simulação Realística v2.0,cobertura,venda,Sudoeste,"R$ 6,216/m²",2025-09-27 14:13,Cobertura_Sudoeste_89_553280_534,SIM_0535
"R$ 685,492",2 quartos,1 banheiros,66 m²,"Duplex em Asa Sul, Brasília - DF - 536",1 vagas,R$ 6412,Simulação Realística v2.0,duplex,venda,Asa Sul,"R$ 10,386/m²",2025-09-27 14:13,Duplex_Asa Sul_66_685492_535,SIM_0536
"R$ 519,130",2 quartos,2 banheiros,84 m²,"Apartamento em Asa Norte, Brasília - DF - 537",2 vagas,R$ 5391,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,180/m²",2025-09-27 14:13,Apartamento_Asa Norte_84_519130_536,SIM_0537
"R$ 464,224",2 quartos,1 banheiros,82 m²,"Duplex em Sudoeste, Brasília - DF - 538",2 vagas,R$ 4975,Simulação Realística v2.0,duplex,venda,Sudoeste,"R$ 5,661/m²",2025-09-27 14:13,Duplex_Sudoeste_82_464224_537,SIM_0538
"R$ 597,358",3 quartos,2 banheiros,88 m²,"Cobertura em Sudoeste, Brasília - DF - 539",1 vagas,R$ 8783,Simulação Realística v2.0,cobertura,venda,Sudoeste,"R$ 6,788/m²",2025-09-27 14:13,Cobertura_Sudoeste_88_597358_538,SIM_0539
"R$ 300,000",1 quartos,1 banheiros,53 m²,"Studio em Águas Claras, Brasília - DF - 540",2 vagas,R$ 2867,Simulação Realística v2.0,studio,venda,Águas Claras,"R$ 5,660/m²",2025-09-27 14:13,Studio_Águas Claras_53_300000_539,SIM_0540
"R$ 704,895",3 quartos,2 banheiros,114 m²,"Apartamento em Águas Claras, Brasília - DF - 541",1 vagas,R$ 4251,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,183/m²",2025-09-27 14:13,Apartamento_Águas Claras_114_704895_540,SIM_0541
"R$ 489,608",3 quartos,3 banheiros,121 m²,"Apartamento em Vicente Pires, Brasília - DF - 542",0 vagas,R$ 5509,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,046/m²",2025-09-27 14:13,Apartamento_Vicente Pires_121_489608_541,SIM_0542
"R$ 400,000",1 quartos,1 banheiros,45 m²,"Apartamento em Asa Norte, Brasília - DF - 543",2 vagas,R$ 5905,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 8,888/m²",2025-09-27 14:13,Apartamento_Asa Norte_45_400000_542,SIM_0543
"R$ 393,072",2 quartos,1 banheiros,96 m²,"Apartamento em Vicente Pires, Brasília - DF - 544",2 vagas,R$ 3466,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,094/m²",2025-09-27 14:13,Apartamento_Vicente Pires_96_393072_543,SIM_0544
"R$ 900,000",4 quartos,4 banheiros,133 m²,"Cobertura em Sudoeste, Brasília - DF - 545",1 vagas,R$ 6717,Simulação Realística v2.0,cobertura,venda,Sudoeste,"R$ 6,766/m²",2025-09-27 14:13,Cobertura_Sudoeste_133_900000_544,SIM_0545
"R$ 467,223",1 quartos,1 banheiros,84 m²,"Apartamento em Vicente Pires, Brasília - DF - 546",1 vagas,R$ 6561,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,562/m²",2025-09-27 14:13,Apartamento_Vicente Pires_84_467223_545,SIM_0546
"R$ 374,822",2 quartos,2 banheiros,75 m²,"Apartamento em Águas Claras, Brasília - DF - 547",0 vagas,R$ 2002,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,997/m²",2025-09-27 14:13,Apartamento_Águas Claras_75_374822_546,SIM_0547
"R$ 280,000",1 quartos,1 banheiros,65 m²,"Studio em Vicente Pires, Brasília - DF - 548",2 vagas,R$ 4197,Simulação Realística v2.0,studio,venda,Vicente Pires,"R$ 4,307/m²",2025-09-27 14:13,Studio_Vicente Pires_65_280000_547,SIM_0548
"R$ 700,000",5 quartos,5 banheiros,150 m²,"Cobertura em Vicente Pires, Brasília - DF - 549",3 vagas,R$ 5362,Simulação Realística v2.0,cobertura,venda,Vicente Pires,"R$ 4,666/m²",2025-09-27 14:13,Cobertura_Vicente Pires_150_700000_548,SIM_0549
"R$ 499,142",2 quartos,2 banheiros,85 m²,"Apartamento em Sudoeste, Brasília - DF - 550",3 vagas,R$ 6007,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,872/m²",2025-09-27 14:13,Apartamento_Sudoeste_85_499142_549,SIM_0550
"R$ 150,000",1 quartos,1 banheiros,62 m²,"Studio em Ceilândia, Brasília - DF - 551",2 vagas,R$ 1041,Simulação Realística v2.0,studio,venda,Ceilândia,"R$ 2,419/m²",2025-09-27 14:13,Studio_Ceilândia_62_150000_550,SIM_0551
"R$ 500,000",3 quartos,3 banheiros,105 m²,"Cobertura em Taguatinga, Brasília - DF - 552",0 vagas,R$ 6899,Simulação Realística v2.0,cobertura,venda,Taguatinga,"R$ 4,761/m²",2025-09-27 14:13,Cobertura_Taguatinga_105_500000_551,SIM_0552
"R$ 214,592",1 quartos,1 banheiros,49 m²,"Flat em Taguatinga, Brasília - DF - 553",0 vagas,R$ 1610,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 4,379/m²",2025-09-27 14:13,Flat_Taguatinga_49_214592_552,SIM_0553
